review_id,review_text,sentiment_label,sentiment_score,bank,rating,clean_text,theme,translated_review
205,because sometimes it doesn't working it load too much,negative,0.9911932349205016,CBE,3,work load,Other,because sometimes it doesn't working it load too much
213,it's special apps,positive,0.9995416402816772,CBE,5,special app,Other,it's special apps
215,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,negative,0.9647620320320128,CBE,3,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው,Other,Why is Treemon only show a little?
218,lebaa bank,negative,0.9437296390533448,CBE,5,lebaa bank,Other,Plus Bank
219,Can't scan/recognize other banks' Interoperable QR Codes,negative,0.9983273148536682,CBE,1,scan recognize bank interoperable qr code,Other,Can't scan/recognize other banks' Interoperable QR Codes
220,OK,positive,0.9997851252555848,CBE,5,ok,Other,OK
221,grateful app,positive,0.9998038411140442,CBE,5,grateful app,Other,grateful app
223,everthing wellbeok,negative,0.7055779695510864,CBE,3,everthe wellbeok,Other,everthing wellbeok
226,why did this app is not screenshot,negative,0.9989493489265442,CBE,5,app screenshot,Other,why did this app is not screenshot
228,جميل,positive,0.9271727204322816,CBE,5,جميل,Other,Beautiful
230,simply for used,negative,0.9918004870414734,CBE,4,simply,Other,simply for used
235,ፈጣን ቀልጣፋ,negative,0.7850590348243713,CBE,5,ፈጣን ቀልጣፋ,Other,Quick efficient
236,ጎበዝ,negative,0.6970565915107727,CBE,5,ጎበዝ,Other,Growth
237,but this app says can't sync,negative,0.9988365769386292,CBE,5,app say sync,Other,but this app says can't sync
238,waw,negative,0.7346178889274597,CBE,5,waw,Other,waw
246,I like it.,positive,0.999869465827942,CBE,5,like,Other,I like it.
248,commerial Bank,negative,0.6810258030891418,CBE,5,commerial bank,Other,commerial Bank
249,Genat biru,negative,0.966159999370575,CBE,2,genat biru,Other,The blue
260,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,negative,0.881923258304596,CBE,5,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,Other,For me is the best but screenshot was the best
262,cool ❤,positive,0.9997991919517516,CBE,4,cool,Other,cool ❤
265,satisfied,positive,0.9997212290763856,CBE,5,satisfy,Other,satisfied
266,this app is very necessary app many people found it,positive,0.9980692267417908,CBE,5,app necessary app people find,Other,this app is very necessary app many people found it
267,cbe very active Bank I'm using CBE app very very satisfaction,positive,0.989459753036499,CBE,5,cbe active bank cbe app satisfaction,Other,cbe very active Bank I'm using CBE app very very satisfaction
271,I Like it,positive,0.99985933303833,CBE,5,like,Other,I Like it
274,isin ga'a,positive,0.7607281804084778,CBE,2,isin,Other,Isin
277,It is excelent,positive,0.9998881816864014,CBE,5,excelent,Other,It is excelent
279,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,negative,0.9570208191871644,CBE,3,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል,Other,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺
280,very interesting app,positive,0.9997968077659608,CBE,5,interesting app,Other,very interesting app
282,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,negative,0.9510265588760376,CBE,5,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,Other,This will be identified by all the time of financing and the simplicity of Ettersmia
289,always we relay on,positive,0.9971832633018494,CBE,5,relay,Other,always we relay on
297,ጥሩ ነው,negative,0.7850590348243713,CBE,5,ጥሩ ነው,Other,it's good
298,እጅግ በጣም ጥሩ አፕ,negative,0.8616330027580261,CBE,5,እጅግ በጣም ጥሩ አፕ,Other,The best of the best
299,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,negative,0.9528433680534364,CBE,5,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,Other,"It is very Harf but a birr in transfer, and the appearance of the appearance"
300,suitable app,positive,0.9997665286064148,CBE,4,suitable app,Other,suitable app
301,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,negative,0.9995038509368896,CBE,1,dear cbe app comparable pls try solve,Other,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀
304,It literarily don't work at all,negative,0.9995075464248656,CBE,4,literarily work,Other,It literarily don't work at all
308,Tnc Cbe,positive,0.9070308804512024,CBE,5,tnc cbe,Other,Tnc Cbe
313,CBE,positive,0.9966009855270386,CBE,5,cbe,Other,CBE
322,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,negative,0.9200406670570374,CBE,3,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,Other,Cool is particularly confirmed to be confirmed
323,well software,positive,0.999262273311615,CBE,5,software,Other,well software
324,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,negative,0.8832131028175354,CBE,4,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,Other,It's good
331,our legitimate bank,positive,0.9954161643981934,CBE,4,legitimate bank,Other,our legitimate bank
332,Ever and never seen this kind of app I proud my CBE,positive,0.9952196478843688,CBE,5,see kind app proud cbe,Other,Ever and never seen this kind of app I proud my CBE
336,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,negative,0.972727358341217,CBE,5,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል,Other,Do not you show the sender office or organization or organization of a number of a minister or organization?It shows a person when you pay for individual or organization.
337,Why not allowed to pay for fuel?,negative,0.9974955916404724,CBE,4,allow pay fuel,Other,Why not allowed to pay for fuel?
339,ቆንጆ ነው,negative,0.7850590348243713,CBE,5,ቆንጆ ነው,Other,that's nice
343,Really automated...,positive,0.8894475102424622,CBE,5,automate,Other,Really automated...
345,bek betam kelal,positive,0.9325478076934814,CBE,5,bek betam kelal,Other,Betam defenders have too
346,ምርጥ አፕ ነው ተመችቶኛል❤❤,negative,0.8616330027580261,CBE,3,ምርጥ አፕ ነው ተመችቶኛል,Other,It's the best apple
351,interesting,positive,0.9998446702957152,CBE,3,interesting,Other,interesting
362,halan garidhaa cbe,positive,0.9760899543762208,CBE,5,halan garidhaa cbe,Other,Good halan is cbe
364,like it,positive,0.9997184872627258,CBE,5,like,Other,like it
377,why why u remove screen shoot😡😡,negative,0.9993287324905396,CBE,2,u remove screen shoot,Other,why why u remove screen shoot😡😡
382,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,negative,0.944585382938385,CBE,5,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,Other,The best app is your best app to send money or anything else
386,cbe,positive,0.9966009855270386,CBE,5,cbe,Other,cbe
387,ممتاز جدا جدا,negative,0.8608055710792542,CBE,5,ممتاز جدا جدا,Other,Very very excellent
393,it's not working,negative,0.9997857213020324,BOA,3,work,Other,it's not working
395,exceptional,positive,0.9998514652252196,BOA,5,exceptional,Other,exceptional
397,this is worest app 24/7 loading,negative,0.993474304676056,BOA,1,wor app loading,Other,this is worest app 24/7 loading
402,the app crush frequently,negative,0.998525083065033,BOA,1,app crush frequently,Other,the app crush frequently
406,BoA,negative,0.7410542368888855,BOA,2,boa,Other,BoA
407,but not opening on android,negative,0.9952228665351868,BOA,4,open android,Other,but not opening on android
412,ሞላዬ ከበደ,negative,0.7850590348243713,BOA,5,ሞላዬ ከበደ,Other,My filling
423,Best,positive,0.9997941851615906,BOA,2,well,Other,Best
425,yideg,negative,0.7675821781158447,BOA,1,yideg,Other,It's Dig
426,አይከፍትም እኮ,negative,0.7850590348243713,BOA,1,አይከፍትም እኮ,Other,No open
428,boa of mobile backing,negative,0.980626106262207,BOA,5,boa mobile backing,Other,boa of mobile backing
429,faster bank of Abissinya,positive,0.9722142815589904,BOA,5,fast bank abissinya,Other,Faster Bank of Abyssinia
431,it just doesn't work...so frustrating,negative,0.999774158000946,BOA,1,work frustrating,Other,it just doesn't work...so frustrating
432,like,positive,0.9910564422607422,BOA,5,like,Other,like
443,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",negative,0.9996182918548584,BOA,1,actively initialization say incorrect otp get exact otp,Other,"It can't actively on initialization, it says incorrect OTP getting the exact OTP"
449,best,positive,0.9997941851615906,BOA,5,well,Other,best
451,there is no speed,negative,0.9994422793388368,BOA,1,speed,Other,there is no speed
452,"For anyone who wants to download it, just don't!!!",negative,0.999398112297058,BOA,1,want download,Other,"For anyone who wants to download it, just don't!!!"
453,wonderful,positive,0.9998772144317628,BOA,5,wonderful,Other,wonderful
454,all worck,negative,0.9971314668655396,BOA,5,worck,Other,all worck
460,BoA Greqt Ethiopian bank.,negative,0.8457716703414917,BOA,5,boa greqt ethiopian bank,Other,BoA Greqt Ethiopian bank.
462,Almost better compared to cbe where it is not qualified for,negative,0.9741679430007936,BOA,4,well compare cbe qualified,Other,Almost better compared to cbe where it is not qualified for
464,Wonderfull app,positive,0.9998815059661864,BOA,5,wonderfull app,Other,Wonderfull app
468,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,negative,0.9959415793418884,BOA,1,aga b girja miss language admin afaan oromo itoophiyaa language,Other,Aga B girja miss language of admin English & other Ethiopian languages
473,It's not opening. Really frustrating,negative,0.9997020363807678,BOA,1,open frustrating,Other,It's not opening. Really frustrating
475,Not working on this days,negative,0.9972773194313048,BOA,1,work day,Other,Not working on this days
487,Sad experience,negative,0.999068796634674,BOA,1,sad experience,Other,Sad experience
490,I can't dijitalize my atm in the apollo app on my phone,negative,0.9946038126945496,BOA,1,dijitalize atm apollo app phone,Other,I can't dijitalize my atm in the apollo app on my phone
492,Beter,positive,0.6771944165229797,BOA,5,beter,Other,Better
493,Boa,negative,0.7410542368888855,BOA,4,boa,Other,Boa
495,Aadan Axmed Barkhadle,positive,0.6127519011497498,BOA,5,aadan axmed barkhadle,Other,Adam Ahmed Barkhadle
501,Like to much,positive,0.9997984766960144,BOA,5,like,Other,Like to much
510,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,negative,0.9992759823799132,BOA,1,assess tell abyssinia bank idea mobile banking,Other,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?
511,It doesn't work at all.,negative,0.9997771382331848,BOA,2,work,Other,It doesn't work at all.
512,this app is not available,negative,0.9997593760490416,BOA,1,app available,Other,this app is not available
515,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,negative,0.9733067750930786,BOA,2,በጣም መሻሻል አለበት ለ ባንኩ ማይመጥን መተግበርያ ነው,Other,It must be very updated ........ I am the bank of the bank.
516,Lemn embi yilal??,negative,0.990697145462036,BOA,5,lemn embi yilal,Other,Lemn calls??
522,አይሰራም ሼም ነው፤,negative,0.8616330027580261,BOA,1,አይሰራም ሼም,Other,It is no fun;
524,Fine,positive,0.9998335838317872,BOA,5,fine,Other,Fine
525,The dirtiest application ever seen...,negative,0.995487630367279,BOA,1,dirty application see,Other,The dirtiest application ever seen...
526,Nic ap,positive,0.9873360991477966,BOA,5,nic ap,Other,Nic ap
527,The forest app ever,positive,0.9840954542160034,BOA,1,forest app,Other,The forest app ever
529,Bank of abissena,positive,0.9480117559432985,BOA,1,bank abissena,Other,Bank of Abissena
540,It doesn't work on my 2 devices A05 and A34 😡,negative,0.9996792078018188,BOA,1,work device,Other,It doesn't work on my 2 devices A05 and A34 😡
542,My attention is very important because it will be the most difficult time for me,positive,0.9926175475120544,BOA,5,attention important difficult time,Other,My attention is very important because it will be the most difficult time for me
552,Hey Google,positive,0.9950044751167296,BOA,5,hey google,Other,Hey Google
553,ab,positive,0.9603192806243896,BOA,3,ab,Other,ab
554,Ademtahir,positive,0.9930111765861512,BOA,5,ademtahir,Other,Ademtahir
556,Please this app on my android phone,positive,0.6488659381866455,BOA,3,app android phone,Other,Please this app on my android phone
557,GOAT 🐐 🐐,negative,0.9337347149848938,BOA,5,goat,Other,GOAT 🐐 🐐
559,Fast and reliable,positive,0.9998595714569092,BOA,5,fast reliable,Other,Fast and reliable
564,Oene,positive,0.8278864026069641,BOA,5,oene,Other,Oene
565,i find it interesting specially in reciept downloading,positive,0.9981314539909364,BOA,1,find interesting specially reciept download,Other,i find it interesting specially in reciept downloading
570,Bast bank of ethiopia,positive,0.9978061318397522,BOA,5,bast bank ethiopia,Other,Bast bank of ethiopia
574,Wweeeer,negative,0.8910733461380005,BOA,4,wweeeer,Other,Wet
575,Infinx,negative,0.904255747795105,BOA,5,infinx,Other,Infinx
579,senayt Mesfin,positive,0.887482225894928,BOA,4,senayt mesfin,Other,Senaat Mesfin
581,Abessnya Banke,negative,0.9873653054237366,BOA,5,abessnya banke,Other,Abessnya Bange
583,Okay,positive,0.9997709393501282,BOA,5,okay,Other,Okay
584,Professional on banking app,positive,0.9616296291351318,BOA,5,professional bank app,Other,Professional on banking app
586,አይሰራም አስተካክሉት,negative,0.7850590348243713,BOA,5,አይሰራም አስተካክሉት,Other,Tucked off
590,Amrumehamed,positive,0.6924042105674744,BOA,1,amrumehame,Other,Amrumehamed
592,ደደገነሐ,negative,0.6970565915107727,BOA,5,ደደገነሐ,Other,He was shed
597,BOA,negative,0.7410542368888855,BOA,5,boa,Other,BOA
598,Abdulkadir,positive,0.981449544429779,BOA,5,abdulkadir,Other,Abdulkadir
600,If it is possible I would gove0 star,negative,0.9928192496299744,BOA,1,possible star,Other,If it is possible I would gove0 star
601,Nise mobile bankig,negative,0.9858755469322203,BOA,4,nise mobile bankig,Other,Nise Mobile Balog
603,Ok,positive,0.9997851252555848,BOA,5,ok,Other,Ok
604,Just make it work please🤣 this is embarrassing for a bank of your size,negative,0.999284327030182,BOA,1,work embarrassing bank size,Other,Just make it work please🤣 this is embarrassing for a bank of your size
608,Worest app,negative,0.7789772152900696,BOA,1,worest app,Other,Worest app
609,The worest app ever,positive,0.9535900950431824,BOA,1,wor app,Other,The worest app ever
610,አሪፍ ነው በርቱልን,negative,0.8337252736091614,BOA,5,አሪፍ ነው በርቱልን,Other,It is cool
611,Wwwerrr,negative,0.8502515554428101,BOA,5,wwwerrr,Other,Wwwerrr
612,ጀማል ውቀቱ,negative,0.7850590348243713,BOA,5,ጀማል ውቀቱ,Other,The deserved Jamal
624,Shameful,negative,0.998016357421875,BOA,1,shameful,Other,Shameful
625,The worest app ever made i would not recommende for no one,negative,0.5611275434494019,BOA,1,wor app recommende,Other,The worest app ever made i would not recommende for no one
627,I like,positive,0.9998149275779724,BOA,5,like,Other,I like
630,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),negative,0.8698039650917053,BOA,5,የእርስዎን ተሞክሮ ይግለጹ አማራጭ,Other,Describe your experience (optional)
634,Bes and freindly app,negative,0.9136511087417604,BOA,5,bes freindly app,Other,Bes and freindly app
635,It doesn't work.,negative,0.9997761845588684,BOA,1,work,Other,It doesn't work.
639,Yegema app tish🪨,negative,0.9501880407333374,BOA,1,yegema app,Other,Yegema App Tish🪨
640,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",negative,0.9996864795684814,BOA,1,appropriate app know boa develop app expect crazy un confortable app form boa soory,Other,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!"
644,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,negative,0.9639249444007874,BOA,1,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,Other,"When she wants to search for a very weak alp, you do not open the banks, such as Awash and Business Bank, you need a change"
645,Fast one,positive,0.9994491934776306,BOA,3,fast,Other,Fast one
647,The worest MB app ever!!🙄,negative,0.8734644651412964,BOA,1,wor mb app,Other,The worest MB app ever!!🙄
648,It is ok,positive,0.9998496770858764,BOA,5,ok,Other,It is ok
650,Apollo's,positive,0.9974138736724854,BOA,1,apollo,Other,Apollo's
652,Hussenaliumar,negative,0.6654537916183472,BOA,5,hussenaliumar,Other,Hussenaliumar
654,It is not work for my device,negative,0.9997636675834656,BOA,5,work device,Other,It is not work for my device
657,Betanya Gebre,positive,0.8911886215209961,BOA,3,betanya gebre,Other,Asked the genre
658,I dont recommand it to any one,negative,0.9855504035949708,BOA,1,not recommand,Other,I dont recommand it to any one
661,ትርሃስ,negative,0.6970565915107727,BOA,5,ትርሃስ,Other,Brail
662,Gio,positive,0.9969680905342102,BOA,4,gio,Other,Gio
663,App isn't working,negative,0.9995692372322084,BOA,1,app work,Other,App isn't working
667,Horrible,negative,0.9997841715812684,BOA,1,horrible,Other,Horrible
668,Mostly not working 😑,negative,0.9995824694633484,BOA,1,work,Other,Mostly not working 😑
672,Wedi Tekle .,negative,0.8421270847320557,BOA,5,wedi tekle,Other,Wedi Run.
674,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,negative,0.9956488013267516,BOA,5,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,Other,I used to use it first but now I am not working for me why?
676,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,negative,0.952187716960907,BOA,3,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,Other,"Peace Absisyni IMPLETE WELL THE GOOD BANGINE WILL YOU LEARNED THE WELL.But the passage of the rape of the random of the ransom is sometimes rarely changed, and we will choose to be dead * of the days that you have been dead. *"
677,Gooood app my dear,negative,0.9005938172340393,BOA,5,gooood app dear,Other,Gooood app my dear
678,Harun tamam galanaa,negative,0.9410594701766968,BOA,3,harun tamam galanaa,Other,Aeron
679,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",negative,0.9998038411140442,BOA,1,total disaster app offline work embarassing lose hope take business competitor,Other,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor"
680,Gamebela,positive,0.8994184732437134,BOA,1,gamebela,Other,Gamebela
686,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",negative,0.9994394183158876,BOA,1,mean big financial company like irresponsible release app ashamed,Other,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!"
687,Review,positive,0.9946893453598022,BOA,5,review,Other,Review
688,Goood,negative,0.9943867921829224,BOA,4,goood,Other,Goood
693,ok,positive,0.9997851252555848,BOA,5,ok,Other,ok
698,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,negative,0.9993754029273988,BOA,1,completely work app know work properly sad,Other,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!
703,አቢስኒያ የሁሉም ምርጫ,negative,0.8337252736091614,BOA,5,አቢስኒያ የሁሉም ምርጫ,Other,Absonia all the choice
704,Nays,negative,0.9894010424613952,BOA,5,nay,Other,Nays
706,it can't even open and only display error messages,negative,0.9993472695350648,BOA,1,open display error message,Other,it can't even open and only display error messages
707,not active,negative,0.999765932559967,BOA,1,active,Other,not active
709,አይሰራም እኮ ምንድን ነው ችግሩ?,negative,0.9647620320320128,BOA,1,አይሰራም እኮ ምንድን ነው ችግሩ,Other,What is the problem?
719,Allowed,positive,0.9978752136230468,BOA,5,allow,Other,Allowed
721,we want international mobile banking,positive,0.958784818649292,BOA,1,want international mobile banking,Other,we want international mobile banking
722,"screenshot isn't working, Please modify it",negative,0.9996084570884703,BOA,2,screenshot work modify,Other,"screenshot isn't working, Please modify it"
723,Naziriet measho 89160437,negative,0.9862651228904724,BOA,1,naziriet measho,Other,Minister'set MEASHO 89160437
725,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,negative,0.9996222257614136,BOA,1,work apollo u well pls gonne stop bank mobile banking,Other,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking
